service_id,date,exception_type
0#88-5330,20220430,1
0#88-5331,20220430,1
0#88-5332,20220430,1
0#88-5333,20220430,1
0#88-5334,20220430,1
0#88-5335,20220430,1
0#90,20220430,1
0#90-4928,20220430,1
0#90-4929,20220430,1
0#90-4930,20220430,1
0#90-4931,20220430,1
0#90-4932,20220430,1
0#90-4933,20220430,1
0#90-4934,20220430,1
0#90-5006,20220430,1
0#90-5007,20220430,1
0#90-5029,20220430,1
0#90-5030,20220430,1
0#93,20220430,1
0#95,20220430,1
0#2,20220501,1
0#2-4857,20220501,1
0#2-4858,20220501,1
0#2-4859,20220501,1
0#2-4860,20220501,1
0#2-4861,20220501,1
0#13,20220501,1
0#13-2017,20220501,1
0#13-2026,20220501,1
0#13-4765,20220501,1
0#13-4766,20220501,1
0#13-4767,20220501,1
0#13-4768,20220501,1
0#13-4769,20220501,1
0#13-4770,20220501,1
0#13-4771,20220501,1
0#13-4772,20220501,1
0#13-4773,20220501,1
0#13-4774,20220501,1
0#13-4775,20220501,1
0#13-4776,20220501,1
0#13-4777,20220501,1
0#13-4778,20220501,1
0#13-4779,20220501,1
0#13-4780,20220501,1
0#13-4781,20220501,1
0#13-4782,20220501,1
0#13-4783,20220501,1
0#13-4784,20220501,1
0#13-4785,20220501,1
0#13-4794,20220501,1
0#13-4795,20220501,1
0#13-4796,20220501,1
0#13-4801,20220501,1
0#13-4802,20220501,1
0#13-4803,20220501,1
0#13-4804,20220501,1
0#13-4805,20220501,1
0#13-4806,20220501,1
0#13-4807,20220501,1
0#13-4808,20220501,1
0#13-4809,20220501,1
0#13-4810,20220501,1
0#13-4811,20220501,1
0#13-4812,20220501,1
0#13-4813,20220501,1
0#13-4814,20220501,1
0#13-4815,20220501,1
0#13-4816,20220501,1
0#13-4817,20220501,1
0#13-4818,20220501,1
0#13-4821,20220501,1
0#13-4822,20220501,1
0#13-4823,20220501,1
0#13-4824,20220501,1
0#13-4825,20220501,1
0#13-4826,20220501,1
0#13-4829,20220501,1
0#13-4830,20220501,1
0#13-4831,20220501,1
0#13-4832,20220501,1
0#13-4833,20220501,1
0#13-4834,20220501,1
0#13-4835,20220501,1
0#13-4836,20220501,1
0#13-4837,20220501,1
0#13-4838,20220501,1
0#13-4839,20220501,1
0#13-4840,20220501,1
0#13-4841,20220501,1
0#13-4842,20220501,1
0#13-4843,20220501,1
0#13-4844,20220501,1
0#13-4845,20220501,1
0#13-4846,20220501,1
0#13-4847,20220501,1
0#13-4848,20220501,1
0#13-4849,20220501,1
0#13-4850,20220501,1
0#13-4851,20220501,1
0#13-4852,20220501,1
0#13-4862,20220501,1
0#13-4863,20220501,1
0#13-4864,20220501,1
0#13-4865,20220501,1
0#13-4866,20220501,1
0#13-4867,20220501,1
0#13-4868,20220501,1
0#13-4869,20220501,1
0#13-4870,20220501,1
0#13-4871,20220501,1
0#13-4872,20220501,1
0#13-4873,20220501,1
0#13-4874,20220501,1
0#13-4875,20220501,1
0#13-4876,20220501,1
0#13-4877,20220501,1
0#13-4878,20220501,1
0#13-4879,20220501,1
0#13-4880,20220501,1
0#13-4881,20220501,1
0#13-4882,20220501,1
0#13-4890,20220501,1
0#13-4891,20220501,1
0#13-4892,20220501,1
0#13-4893,20220501,1
0#13-4894,20220501,1
0#13-4895,20220501,1
0#13-4896,20220501,1
0#13-4897,20220501,1
0#13-4898,20220501,1
0#13-4899,20220501,1
0#13-4900,20220501,1
0#13-4901,20220501,1
0#13-4902,20220501,1
0#13-4903,20220501,1
0#13-4904,20220501,1
0#15,20220501,1
0#15-4855,20220501,1
0#15-4856,20220501,1
0#16,20220501,1
0#17,20220501,1
0#18,20220501,1
0#23,20220501,1
0#32,20220501,1
0#33,20220501,1
0#33-4797,20220501,1
0#33-4798,20220501,1
0#33-4799,20220501,1
0#33-4800,20220501,1
0#34,20220501,1
0#34-361,20220501,1
0#35,20220501,1
0#37,20220501,1
0#41,20220501,1
0#44,20220501,1
0#44-4786,20220501,1
0#45,20220501,1
0#47,20220501,1
0#50,20220501,1
0#53,20220501,1
0#54,20220501,1
0#55,20220501,1
0#60,20220501,1
0#71,20220501,1
0#76,20220501,1
0#79,20220501,1
0#79-5352,20220501,1
0#83,20220501,1
0#83-5348,20220501,1
0#83-5349,20220501,1
0#83-5350,20220501,1
0#83-5351,20220501,1
0#90,20220501,1
0#90-4928,20220501,1
0#90-4929,20220501,1
0#90-4930,20220501,1
0#90-4931,20220501,1
0#90-4932,20220501,1
0#90-4933,20220501,1
0#90-4934,20220501,1
0#90-5006,20220501,1
0#90-5007,20220501,1
0#90-5029,20220501,1
0#90-5030,20220501,1
60,20220418,1
60,20220425,1
62,20220425,2
64,20220425,2
66,20220425,2
69,20220425,2
71,20220502,2
71,20220509,2
71,20220516,2
71,20220523,2
72,20220418,1
72,20220425,1
73,20220419,2
73,20220420,2
73,20220421,2
73,20220422,2
73,20220423,2
73,20220426,2
73,20220427,2
73,20220428,2
73,20220429,2
76,20220419,2
76,20220420,2
76,20220421,2
76,20220426,2
76,20220427,2
76,20220428,2
77,20220423,1
77,20220425,2
78,20220423,1
80,20220425,2
81,20220425,2
82,20220419,1
83,20220419,1
83,20220502,2
83,20220509,2
83,20220516,2
83,20220523,2
85,20220419,2
86,20220419,1
86,20220502,2
86,20220509,2
86,20220516,2
86,20220523,2
87,20220419,2
