Gestore;Matricola;Euro;Rimessa;Modello
TPL;53;DIESEL;RomaTPL;PULLMAN GT
TPL;57;DIESEL;RomaTPL;PULLMAN GT
TPL;103;DIESEL;RomaTPL;PULLMAN GT
TPL;118;DIESEL;RomaTPL;PULLMAN GT
TPL;132;DIESEL;RomaTPL;PULLMAN GT
TPL;133;DIESEL;RomaTPL;PULLMAN GT
TPL;135;DIESEL;RomaTPL;PULLMAN GT
TPL;165;DIESEL;RomaTPL;PULLMAN GT
TPL;196;DIESEL;RomaTPL;PULLMAN GT
TPL;241;DIESEL;RomaTPL;PULLMAN GT
TPL;242;DIESEL;RomaTPL;PULLMAN GT
TPL;258;DIESEL;RomaTPL;PULLMAN GT
TPL;260;DIESEL;RomaTPL;PULLMAN GT
TPL;265;DIESEL;RomaTPL;PULLMAN GT
TPL;280;DIESEL;RomaTPL;PULLMAN GT
TPL;288;DIESEL;RomaTPL;PULLMAN GT
TPL;301;DIESEL;RomaTPL;PULLMAN GT
TPL;328;DIESEL;RomaTPL;PULLMAN GT
ATAC;0201;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0202;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0203;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0204;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0205;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0206;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0207;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0208;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0209;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0210;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0211;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0212;Diesel Euro6;Magliana;IVECO INDCAR MOBI CITY
ATAC;0213;Diesel Euro6;Grottarossa;IVECO INDCAR MOBI CITY
ATAC;0214;Diesel Euro6;Grottarossa;IVECO INDCAR MOBI CITY
ATAC;0215;Diesel Euro6;Grottarossa;IVECO INDCAR MOBI CITY
ATAC;0216;Diesel Euro6;Grottarossa;IVECO INDCAR MOBI CITY
ATAC;0217;Diesel Euro6;Grottarossa;IVECO INDCAR MOBI CITY
ATAC;0218;Diesel Euro6;Grottarossa;IVECO INDCAR MOBI CITY
ATAC;0219;Diesel Euro6;Grottarossa;IVECO INDCAR MOBI CITY
ATAC;0220;Diesel Euro6;Grottarossa;IVECO INDCAR MOBI CITY
ATAC;0221;Diesel Euro6;Acilia;VDL CITEA LLE 12M
ATAC;0222;Diesel Euro6;Acilia;VDL CITEA LLE 12M
ATAC;0223;Diesel Euro6;Acilia;VDL CITEA LLE 12M
ATAC;0224;Diesel Euro6;Acilia;VDL CITEA LLE 12M
ATAC;0225;Diesel Euro6;Acilia;VDL CITEA LLE 12M
ATAC;0226;Diesel Euro6;Acilia;VDL CITEA LLE 12M
ATAC;0227;Diesel Euro6;Acilia;VDL CITEA LLE 12M
ATAC;0228;Diesel Euro6;Acilia;VDL CITEA LLE 12M
ATAC;0229;Diesel Euro6;Portonaccio;IVECO URBANWAY TECTOR 12M
ATAC;0230;Diesel Euro6;Portonaccio;IVECO URBANWAY TECTOR 12M
ATAC;0231;Diesel Euro6;Portonaccio;IVECO URBANWAY TECTOR 12M
ATAC;0232;Diesel Euro6;Portonaccio;IVECO URBANWAY TECTOR 12M
ATAC;0233;Diesel Euro6;Portonaccio;IVECO URBANWAY TECTOR 12M
ATAC;0234;Diesel Euro6;TorVergata;IVECO URBANWAY TECTOR 12M
ATAC;0235;Diesel Euro6;TorVergata;IVECO URBANWAY TECTOR 12M
ATAC;0236;Diesel Euro6;TorVergata;IVECO URBANWAY TECTOR 12M
ATAC;0237;Diesel Euro6;TorVergata;IVECO URBANWAY TECTOR 12M
ATAC;0238;Diesel Euro6;TorVergata;IVECO URBANWAY TECTOR 12M
ATAC;0401;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0402;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0403;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0404;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0405;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0406;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0407;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0408;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0409;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0410;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0411;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0412;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0413;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0414;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0415;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0416;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0417;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0418;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0419;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0420;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0421;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0422;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0423;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0424;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0425;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0426;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0427;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0428;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0429;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0430;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0431;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0432;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0433;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0434;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0435;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0436;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0437;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0438;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0439;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0440;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0441;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0442;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0443;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0444;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0445;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0446;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0447;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0448;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0449;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0450;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0451;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0452;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0453;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0454;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0455;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0456;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0457;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0458;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0459;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0460;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0461;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0463;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0464;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0465;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0467;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0468;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0469;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0470;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0471;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0472;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0473;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0475;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0476;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0477;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0478;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0479;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0480;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0482;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0483;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0484;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0485;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0486;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0487;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0488;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0489;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0490;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0491;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0492;Diesel Euro5;TorSapienza;IRISBUS CITELIS 3p 18m
ATAC;0493;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0494;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0495;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0496;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0497;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0498;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0499;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0500;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0501;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0502;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0503;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0504;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0505;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0506;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0507;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0508;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0509;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0510;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0511;Diesel Euro5;Grottarossa;IRISBUS CITELIS 3p 18m
ATAC;0512;Diesel Euro5;Magliana;IRISBUS CITELIS 3p 18m
ATAC;0513;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0514;Diesel Euro5;Magliana;IRISBUS CITELIS 3p 18m
ATAC;0515;Diesel Euro5;Magliana;IRISBUS CITELIS 3p 18m
ATAC;0516;Diesel Euro5;Magliana;IRISBUS CITELIS 3p 18m
ATAC;0517;Diesel Euro5;Magliana;IRISBUS CITELIS 3p 18m
ATAC;0518;Diesel Euro5;Magliana;IRISBUS CITELIS 3p 18m
ATAC;0519;Diesel Euro5;Magliana;IRISBUS CITELIS 3p 18m
ATAC;0520;Diesel Euro5;Magliana;IRISBUS CITELIS 3p 18m
ATAC;0521;Diesel Euro5;Magliana;IRISBUS CITELIS 3p 18m
ATAC;0522;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0524;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0525;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0526;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0527;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0528;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0530;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0531;Diesel Euro5;Acilia;IRISBUS CITELIS 3p 18m
ATAC;0551;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0552;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0553;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0554;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0555;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0556;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0557;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0558;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0559;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0560;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0561;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0562;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0563;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0564;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0565;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0566;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0567;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0568;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0569;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0570;Diesel Euro6;Grottarossa;IVECO URBANWAY 18 m
ATAC;0633;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0635;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0638;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0643;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0644;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0647;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0648;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0649;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0653;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0657;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0660;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0661;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0664;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0666;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0667;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0668;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0672;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0673;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0674;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0675;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0676;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0679;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0683;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0685;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;0689;Elettrico;Trastevere;MINIBUS ELETTRICO TECNOBUS GULLIVER U520ESP
ATAC;1301;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1302;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1303;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1304;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1305;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1306;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1307;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1308;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1309;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1310;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1311;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1312;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1313;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1314;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1315;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1316;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1317;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1318;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1319;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1320;Diesel Euro6;Acilia;IIA CITYMOOD 10.6M
ATAC;1617;Diesel Euro2;Magliana;IVECO EUROPOLIS 200E9.15/U77/2P
ATAC;1622;Diesel Euro2;Magliana;IVECO EUROPOLIS 200E9.15/U77/2P
ATAC;1623;Diesel Euro2;Magliana;IVECO EUROPOLIS 200E9.15/U77/2P
ATAC;1631;Diesel Euro2;Magliana;IVECO EUROPOLIS 200E9.15/U77/2P
ATAC;1640;Diesel Euro2;Grottarossa;IVECO EUROPOLIS 200E9.15/U77/2P
ATAC;1642;Diesel Euro2;Magliana;IVECO EUROPOLIS 200E9.15/U77/2P
ATAC;1650;Diesel Euro2;Grottarossa;IVECO EUROPOLIS 200E9.15/U77/2P
ATAC;1662;Diesel Euro3;Grottarossa;IVECO EUROPOLIS 203E9.24U
ATAC;1664;Diesel Euro3;Grottarossa;IVECO EUROPOLIS 203E9.24U
ATAC;1666;Diesel Euro3;Grottarossa;IVECO EUROPOLIS 203E9.24U
ATAC;1670;Diesel Euro3;Grottarossa;IVECO EUROPOLIS 203E9.24U
ATAC;1672;Diesel Euro3;Grottarossa;IVECO EUROPOLIS 203E9.24U
ATAC;1757;Diesel Euro3;Magliana;CAM ALE 7.7/2P U/12TH-AC-31
ATAC;1766;Diesel Euro3;Magliana;CAM ALE 7.7/2P U/12TH-AC-31
ATAC;1768;Diesel Euro3;Grottarossa;CAM ALE 7.7/2P U/12TH-AC-31
ATAC;1770;Diesel Euro3;#;CAM ALE 7.7/2P U/12TH-AC-31
ATAC;1782;Diesel Euro3;Grottarossa;CAM ALE 7.7/2P U/12TH-AC-31
ATAC;1785;Diesel Euro3;Grottarossa;CAM ALE 7.7/2P U/12TH-AC-31
ATAC;1787;Diesel Euro3;Magliana;CAM ALE 7.7/2P U/12TH-AC-31
ATAC;1789;Diesel Euro3;Magliana;CAM ALE 7.7/2P U/12TH-AC-31
ATAC;1792;Diesel Euro3;Magliana;CAM ALE 7.7/2P U/12TH-AC-31
ATAC;1793;Diesel Euro3;Magliana;CAM ALE 7.7/2P U/12TH-AC-31
ATAC;2002;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2003;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2005;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2006;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2007;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2011;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2016;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2018;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2020;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2021;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2022;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2023;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2024;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2026;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2029;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2033;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2034;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2035;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2036;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2037;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2038;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2039;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2040;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2041;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2043;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2044;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2045;Diesel Euro3;Grottarossa;IVECO EUROPOLIS 200E8.17
ATAC;2046;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2050;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2051;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2052;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2053;Diesel Euro3;Grottarossa;IVECO EUROPOLIS 200E8.17
ATAC;2054;Diesel Euro3;Grottarossa;IVECO EUROPOLIS 200E8.17
ATAC;2055;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2056;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2060;Diesel Euro3;Grottarossa;IVECO EUROPOLIS 200E8.17
ATAC;2061;Diesel Euro3;Magliana;IVECO EUROPOLIS 200E8.17
ATAC;2062;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2063;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2065;Diesel Euro3;Acilia;IVECO EUROPOLIS 200E8.17
ATAC;2101;Diesel Euro6;TorVergata;IIA CITYMOOD 12M DIESEL 2p
ATAC;2102;Diesel Euro6;TorVergata;IIA CITYMOOD 12M DIESEL 2p
ATAC;2103;Diesel Euro6;TorVergata;IIA CITYMOOD 12M DIESEL 2p
ATAC;2104;Diesel Euro6;TorVergata;IIA CITYMOOD 12M DIESEL 2p
ATAC;2105;Diesel Euro6;TorVergata;IIA CITYMOOD 12M DIESEL 2p
ATAC;2106;Diesel Euro6;TorVergata;IIA CITYMOOD 12M DIESEL 2p
ATAC;2107;Diesel Euro6;TorVergata;IIA CITYMOOD 12M DIESEL 2p
ATAC;2108;Diesel Euro6;TorVergata;IIA CITYMOOD 12M DIESEL 2p
ATAC;2109;Diesel Euro6;TorVergata;IIA CITYMOOD 12M DIESEL 2p
ATAC;2110;Diesel Euro6;TorVergata;IIA CITYMOOD 12M DIESEL 2p
ATAC;2111;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2112;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2113;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2114;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2115;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2116;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2117;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2118;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2119;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2120;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2121;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2122;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2123;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2124;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2125;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2126;Diesel Euro6;Magliana;IIA CITYMOOD 12M DIESEL 2p
ATAC;2127;Diesel Euro6;Grottarossa;IIA CITYMOOD 12M DIESEL 2p
ATAC;2128;Diesel Euro6;Grottarossa;IIA CITYMOOD 12M DIESEL 2p
